day_of_week,time_of_day_seconds,rfid_hold_duration_ms,tof_sample_interval_ms,tof_distance_mm_array
6,80114,0,50,"[140, 119, 94, 91, 78, 60, 51, 41, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25]"
1,31095,0,50,"[147, 127, 100, 77, 68, 49, 41, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19]"
0,63919,0,50,"[127, 85, 76, 63, 49, 43, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22]"
2,25789,0,50,"[174, 121, 95, 69, 58, 50, 36, 31, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
1,75739,0,50,"[177, 129, 103, 79, 69, 60, 49, 43, 33, 28, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17]"
2,24729,0,50,"[178, 149, 109, 84, 77, 71, 55, 52, 39, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25]"
1,67967,0,50,"[142, 88, 75, 61, 47, 37, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22]"
1,75739,0,50,"[187, 164, 138, 127, 104, 89, 74, 60, 52, 46, 36, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
4,26466,0,50,"[137, 108, 76, 68, 62, 48, 43, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23]"
2,68354,0,50,"[153, 140, 128, 115, 113, 101, 99, 95, 85, 80, 71, 63, 61, 56, 46, 44, 38, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
3,25787,0,50,"[151, 94, 77, 63, 53, 45, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25]"
4,652,0,50,"[120, 66, 54, 45, 36, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15]"
3,28396,0,50,"[137, 93, 78, 59, 56, 41, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21]"
6,75839,0,50,"[145, 79, 64, 51, 43, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24]"
0,28572,0,50,"[124, 89, 66, 59, 51, 42, 33, 30, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15]"
0,68950,0,50,"[192, 155, 125, 98, 64, 61, 49, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22]"
0,27884,0,50,"[126, 86, 74, 67, 63, 57, 47, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21]"
2,71534,0,50,"[194, 188, 176, 165, 155, 151, 136, 127, 121, 109, 104, 97, 94, 90, 76, 69, 57, 42, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
4,67008,0,50,"[157, 132, 110, 94, 77, 62, 46, 39, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
1,27664,0,50,"[175, 130, 94, 80, 69, 61, 45, 32, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19]"
1,27410,0,50,"[132, 63, 60, 49, 40, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
3,105,0,50,"[129, 87, 60, 55, 43, 40, 37, 34, 31, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
3,28396,0,50,"[143, 120, 101, 83, 70, 65, 62, 47, 39, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27]"
0,27884,0,50,"[142, 124, 110, 96, 81, 74, 62, 57, 42, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
4,67008,0,50,"[186, 150, 109, 83, 72, 67, 59, 43, 33, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20]"
3,27968,0,50,"[137, 74, 67, 55, 41, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22]"
0,65587,0,50,"[136, 59, 47, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20]"
0,27054,0,50,"[193, 171, 135, 117, 100, 84, 78, 71, 62, 51, 49, 41, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19]"
0,68950,0,50,"[119, 79, 68, 62, 57, 43, 31, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15]"
6,41881,0,50,"[157, 142, 135, 127, 110, 97, 92, 89, 83, 74, 59, 49, 37, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
4,28615,0,50,"[144, 92, 81, 71, 59, 49, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26]"
0,27105,0,50,"[130, 87, 74, 69, 65, 51, 44, 35, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17]"
6,63541,0,50,"[132, 106, 78, 76, 71, 65, 56, 45, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19]"
0,68950,0,50,"[149, 126, 110, 101, 96, 83, 77, 65, 57, 49, 37, 35, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23]"
5,44114,0,50,"[191, 169, 142, 111, 92, 80, 76, 64, 59, 44, 39, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
0,27105,0,50,"[132, 84, 73, 61, 56, 51, 45, 40, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21]"
6,76966,0,50,"[126, 97, 85, 77, 64, 57, 45, 34, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
2,25789,0,50,"[153, 116, 106, 89, 72, 68, 61, 46, 44, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29]"
5,1934,0,50,"[136, 110, 102, 94, 83, 67, 61, 49, 44, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25]"
0,25133,0,50,"[126, 66, 51, 38, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
0,25421,0,50,"[148, 128, 101, 82, 54, 52, 36, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15]"
1,77356,0,50,"[147, 119, 101, 95, 79, 66, 51, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25]"
6,1248,0,50,"[163, 120, 95, 82, 69, 63, 51, 44, 36, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23]"
6,1248,0,50,"[201, 182, 170, 160, 146, 139, 128, 112, 103, 91, 81, 69, 59, 51, 38, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
3,26412,0,50,"[142, 110, 90, 83, 74, 64, 55, 48, 40, 34, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19]"
2,78057,0,50,"[164, 142, 127, 115, 106, 90, 77, 75, 67, 60, 55, 41, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
2,27857,0,50,"[220, 176, 160, 119, 108, 76, 67, 51, 43, 41, 37, 34, 31, 27, 26, 25, 24, 23, 22, 21]"
2,24729,0,50,"[153, 122, 92, 73, 55, 47, 42, 31, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17]"
1,77356,0,50,"[191, 184, 163, 148, 124, 108, 98, 87, 72, 62, 48, 45, 41, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
3,65653,0,50,"[130, 66, 57, 46, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21]"
0,65570,0,50,"[155, 115, 92, 79, 63, 53, 46, 38, 32, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
0,71942,0,50,"[120, 93, 77, 58, 49, 35, 32, 29, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15]"
2,63977,0,50,"[147, 80, 66, 50, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25]"
3,26058,0,50,"[158, 133, 101, 89, 73, 58, 45, 42, 39, 34, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16]"
0,74290,0,50,"[189, 167, 137, 115, 97, 73, 67, 64, 56, 53, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32]"
2,27191,0,50,"[129, 53, 40, 33, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15]"
6,45908,0,50,"[144, 85, 76, 63, 53, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28]"
6,75841,0,50,"[133, 111, 82, 74, 70, 62, 56, 53, 38, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20]"
4,66068,0,50,"[138, 106, 93, 76, 65, 52, 46, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26]"
1,31095,0,50,"[184, 158, 132, 118, 99, 85, 78, 70, 55, 44, 42, 36, 35, 34, 33, 32, 31, 30, 29, 28]"
2,63977,0,50,"[142, 111, 96, 82, 73, 69, 57, 51, 47, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
2,27104,0,50,"[180, 128, 86, 71, 69, 65, 59, 49, 35, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
2,72301,0,50,"[130, 76, 66, 63, 58, 55, 50, 37, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23]"
5,70378,0,50,"[197, 154, 102, 79, 58, 41, 30, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
5,71091,0,50,"[169, 158, 140, 125, 113, 105, 93, 84, 74, 60, 55, 39, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
2,68354,0,50,"[131, 61, 54, 47, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
1,27245,0,50,"[139, 68, 62, 49, 39, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20]"
1,64270,0,50,"[203, 187, 166, 144, 127, 121, 116, 109, 95, 93, 91, 86, 77, 61, 51, 48, 39, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
3,66662,0,50,"[133, 104, 87, 76, 58, 45, 37, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
4,652,0,50,"[187, 165, 144, 115, 99, 78, 64, 55, 48, 35, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
1,64157,0,50,"[207, 147, 109, 95, 92, 85, 78, 60, 48, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24]"
6,80114,0,50,"[129, 92, 77, 75, 66, 58, 52, 46, 44, 37, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
4,68115,0,50,"[151, 96, 75, 69, 63, 49, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24]"
0,27950,0,50,"[155, 125, 75, 70, 58, 44, 37, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16]"
0,71942,0,50,"[149, 111, 92, 81, 75, 68, 55, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31]"
0,25421,0,50,"[173, 128, 103, 79, 71, 56, 45, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22]"
1,67967,0,50,"[129, 90, 85, 75, 69, 56, 47, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
6,72311,0,50,"[156, 137, 111, 96, 82, 69, 60, 44, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26]"
1,66961,0,50,"[120, 93, 59, 45, 36, 32, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15]"
1,31095,0,50,"[156, 131, 96, 83, 76, 67, 50, 37, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23]"
1,27410,0,50,"[140, 122, 100, 94, 84, 71, 69, 60, 48, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20]"
1,67967,0,50,"[143, 55, 52, 37, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20]"
4,28615,0,50,"[162, 128, 115, 93, 85, 77, 62, 48, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
4,26409,0,50,"[135, 64, 48, 36, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17]"
3,66662,0,50,"[140, 80, 65, 58, 47, 44, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24]"
2,68454,0,50,"[140, 120, 99, 83, 72, 61, 48, 39, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26]"
2,27857,0,50,"[173, 123, 90, 68, 61, 47, 41, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21]"
6,72311,0,50,"[163, 127, 104, 80, 69, 62, 58, 46, 42, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28]"
0,63919,0,50,"[174, 153, 124, 103, 94, 80, 75, 67, 57, 51, 46, 43, 41, 40, 39, 38, 37, 36, 35, 34]"
1,64157,0,50,"[175, 146, 125, 96, 85, 74, 63, 59, 56, 49, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36]"
1,2453,0,50,"[165, 145, 137, 121, 114, 100, 96, 86, 82, 72, 62, 57, 44, 39, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
6,45908,0,50,"[235, 165, 112, 104, 91, 77, 62, 48, 42, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
4,51171,0,50,"[188, 159, 122, 102, 81, 58, 46, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
5,44114,0,50,"[166, 156, 140, 131, 123, 112, 101, 96, 82, 75, 65, 57, 49, 34, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
6,63541,0,50,"[179, 139, 103, 91, 78, 68, 63, 56, 51, 46, 40, 37, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22]"
4,28615,0,50,"[172, 128, 86, 73, 61, 50, 42, 31, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18]"
