day_of_week,time_of_day_seconds,rfid_hold_duration_ms,tof_sample_interval_ms,tof_distance_mm_array
3,73760,2132,50,"[426, 397, 371, 342, 322, 299, 283, 251, 232, 213, 196, 179, 168, 148, 134, 127, 116, 108, 92, 77, 77, 73, 67, 56, 50, 48, 38, 44, 40, 42, 47, 48, 46, 48, 46, 45]"
4,51171,1940,50,"[542, 510, 464, 438, 405, 370, 333, 311, 281, 251, 235, 202, 183, 168, 152, 129, 122, 104, 85, 79, 67, 60, 50, 45, 46, 29, 36, 20, 23, 20, 35, 30, 31, 30, 32]"
6,76966,2611,50,"[475, 448, 427, 406, 383, 359, 337, 321, 303, 291, 259, 250, 232, 216, 203, 192, 173, 167, 150, 139, 136, 117, 108, 112, 94, 84, 76, 72, 70, 63, 56, 61, 46, 48, 43, 47, 41, 46, 46, 47, 50, 49, 49, 50, 51]"
0,27884,1709,50,"[438, 406, 369, 342, 308, 291, 254, 228, 206, 179, 164, 142, 130, 113, 101, 98, 83, 79, 64, 67, 60, 51, 61, 56, 55, 54, 52, 53, 53, 54]"
0,71942,2150,50,"[539, 506, 463, 436, 395, 364, 330, 306, 273, 248, 220, 202, 173, 165, 136, 127, 112, 100, 81, 75, 68, 59, 60, 53, 49, 46, 41, 40, 48, 45, 50, 45, 46, 48, 46, 47]"
1,27664,1737,50,"[433, 397, 353, 333, 294, 269, 240, 216, 194, 164, 149, 134, 114, 97, 79, 72, 60, 56, 44, 38, 37, 31, 41, 35, 32, 30, 32, 32, 32]"
1,64157,1980,50,"[458, 434, 390, 361, 329, 296, 269, 248, 208, 190, 170, 157, 135, 116, 108, 94, 74, 68, 60, 45, 45, 53, 38, 34, 30, 28, 33, 33, 35, 33, 37, 34, 33]"
2,78057,2681,50,"[520, 503, 469, 446, 413, 407, 375, 357, 335, 311, 295, 264, 253, 239, 224, 212, 197, 182, 170, 155, 145, 132, 123, 111, 107, 92, 84, 78, 71, 58, 55, 59, 57, 53, 48, 45, 40, 44, 46, 43, 47, 39, 41, 43, 41, 39, 38, 41]"
3,26412,1665,50,"[543, 493, 447, 404, 367, 323, 288, 249, 222, 185, 158, 144, 121, 105, 94, 79, 69, 58, 56, 50, 49, 45, 47, 47, 47, 47, 47, 46]"
3,65653,1962,50,"[527, 490, 459, 424, 398, 366, 329, 297, 284, 258, 223, 202, 188, 166, 158, 129, 121, 101, 91, 82, 74, 67, 66, 48, 48, 37, 33, 43, 34, 39, 37, 37, 38, 34, 36]"
4,62395,2125,50,"[475, 461, 421, 395, 373, 351, 328, 304, 285, 272, 246, 227, 220, 192, 190, 168, 156, 146, 138, 118, 116, 103, 101, 88, 81, 79, 64, 68, 59, 67, 57, 51, 62, 53, 57, 55, 58, 56]"
0,71475,2622,50,"[475, 460, 428, 411, 388, 372, 352, 319, 314, 283, 270, 255, 228, 218, 204, 188, 177, 173, 149, 142, 128, 115, 115, 103, 96, 82, 83, 71, 64, 57, 53, 42, 44, 44, 42, 40, 37, 38, 37, 38, 33, 33, 31, 32, 33, 32, 32]"
1,27245,2061,50,"[540, 513, 466, 437, 402, 369, 339, 314, 280, 264, 238, 215, 198, 176, 155, 143, 130, 109, 105, 84, 77, 59, 60, 55, 48, 37, 36, 30, 26, 27, 20, 31, 30, 31, 29]"
1,76064,1806,50,"[550, 512, 467, 446, 400, 365, 335, 309, 267, 248, 222, 197, 179, 162, 146, 123, 115, 103, 91, 85, 76, 70, 60, 64, 55, 60, 63, 61, 62, 62, 60]"
2,71534,2220,50,"[501, 472, 438, 410, 376, 355, 336, 305, 289, 266, 235, 222, 204, 182, 162, 150, 142, 127, 112, 93, 94, 81, 76, 59, 57, 54, 41, 40, 38, 32, 23, 29, 28, 28, 23, 24, 28, 24, 22]"
3,51254,1647,50,"[500, 449, 404, 365, 329, 293, 261, 240, 208, 179, 155, 137, 116, 98, 85, 72, 71, 54, 53, 51, 43, 46, 44, 45, 43, 46, 46]"
6,80114,2020,50,"[449, 418, 379, 342, 324, 294, 275, 243, 221, 194, 175, 165, 148, 130, 117, 99, 95, 84, 73, 66, 68, 64, 65, 56, 47, 50, 54, 56, 53, 54, 55, 52, 55]"
0,25938,1681,50,"[482, 446, 406, 373, 328, 305, 286, 242, 217, 190, 168, 153, 132, 112, 104, 88, 86, 72, 65, 58, 59, 64, 63, 59, 56, 59, 57, 59, 59]"
0,74535,2184,50,"[463, 418, 399, 370, 350, 324, 300, 279, 258, 230, 223, 200, 187, 174, 152, 144, 128, 118, 106, 98, 85, 75, 73, 60, 59, 60, 45, 49, 46, 40, 45, 32, 29, 41, 43, 41, 44, 43]"
1,31095,1350,50,"[429, 368, 324, 276, 236, 209, 164, 138, 109, 96, 68, 63, 47, 40, 31, 26, 35, 26, 24, 24, 25, 26, 24]"
1,67967,1908,50,"[521, 478, 446, 409, 366, 343, 313, 284, 258, 233, 212, 189, 167, 144, 132, 120, 101, 94, 81, 70, 65, 69, 58, 48, 49, 50, 50, 52, 46, 47, 47, 47]"
2,27191,1643,50,"[486, 451, 403, 366, 335, 300, 260, 239, 200, 184, 159, 127, 127, 101, 86, 74, 71, 56, 53, 41, 34, 29, 31, 37, 31, 30, 35, 31, 32]"
2,68354,2244,50,"[458, 434, 404, 382, 359, 331, 313, 287, 273, 254, 229, 212, 194, 180, 164, 148, 139, 125, 119, 107, 102, 88, 85, 73, 71, 56, 55, 51, 45, 50, 40, 34, 38, 50, 40, 42, 38, 37, 42, 42]"
3,26058,2121,50,"[444, 412, 393, 371, 346, 318, 298, 283, 252, 242, 215, 206, 187, 184, 166, 152, 143, 124, 119, 111, 96, 89, 92, 78, 75, 65, 64, 59, 63, 57, 55, 58, 56, 59, 56, 57, 58, 55, 57]"
3,64506,2144,50,"[492, 460, 425, 410, 378, 346, 321, 310, 277, 257, 244, 217, 200, 184, 165, 153, 137, 130, 110, 101, 95, 90, 78, 70, 61, 51, 56, 46, 49, 46, 41, 36, 45, 45, 46, 44, 44]"
4,26466,2282,50,"[472, 438, 419, 392, 364, 348, 323, 304, 279, 255, 238, 224, 197, 187, 179, 162, 153, 138, 128, 115, 110, 112, 90, 87, 83, 70, 75, 61, 58, 59, 62, 60, 58, 53, 56, 59, 59, 55, 58, 57]"
4,68115,1944,50,"[492, 452, 425, 386, 355, 334, 307, 278, 255, 226, 209, 192, 170, 152, 134, 112, 116, 101, 93, 82, 81, 64, 67, 50, 55, 45, 51, 50, 52, 57, 55, 55, 53, 54]"
5,44114,1941,50,"[553, 517, 482, 448, 420, 396, 348, 328, 302, 283, 251, 231, 216, 188, 173, 152, 138, 131, 115, 98, 90, 83, 78, 64, 63, 61, 43, 54, 48, 40, 52, 46, 49, 47, 50]"
5,71748,2394,50,"[530, 505, 470, 446, 419, 394, 371, 342, 315, 296, 273, 255, 235, 214, 201, 189, 167, 148, 145, 121, 114, 99, 94, 88, 70, 69, 64, 57, 46, 48, 46, 43, 39, 41, 31, 43, 36, 39, 36, 40, 38]"
6,41881,1586,50,"[517, 460, 414, 376, 328, 295, 262, 232, 193, 171, 145, 122, 103, 89, 69, 58, 50, 38, 30, 24, 26, 38, 29, 34, 31, 30, 31, 31]"
6,75841,2778,50,"[504, 488, 453, 444, 411, 387, 371, 354, 335, 304, 291, 276, 256, 247, 220, 210, 197, 189, 183, 164, 154, 143, 140, 120, 119, 108, 96, 95, 83, 73, 73, 71, 70, 67, 69, 59, 50, 60, 56, 48, 58, 52, 50, 53, 49, 51, 52, 53]"
0,27965,2108,50,"[491, 461, 429, 387, 367, 343, 323, 290, 264, 245, 222, 201, 180, 167, 151, 140, 129, 115, 96, 86, 81, 73, 67, 52, 50, 46, 40, 35, 38, 37, 40, 36, 38, 39, 37, 37, 36]"
0,74290,2299,50,"[518, 488, 462, 434, 404, 382, 352, 324, 312, 282, 262, 241, 223, 204, 188, 179, 158, 157, 140, 130, 123, 100, 100, 84, 80, 77, 66, 56, 56, 59, 68, 59, 53, 54, 57, 56, 56, 55, 54]"
1,24827,1697,50,"[461, 421, 386, 346, 313, 275, 249, 215, 195, 166, 150, 131, 109, 95, 82, 74, 54, 52, 44, 50, 47, 45, 42, 38, 41, 36, 40, 40]"
1,66961,1563,50,"[453, 410, 379, 333, 308, 284, 246, 226, 192, 172, 151, 142, 118, 98, 90, 87, 69, 71, 68, 66, 60, 57, 60, 58, 56, 57, 56]"
2,26047,2194,50,"[539, 508, 468, 446, 416, 386, 357, 339, 308, 275, 264, 235, 220, 190, 181, 165, 149, 143, 121, 108, 101, 85, 83, 75, 67, 61, 46, 46, 48, 40, 44, 34, 40, 37, 40, 39, 36, 39]"
3,105,2085,50,"[431, 399, 377, 350, 323, 301, 271, 254, 228, 213, 181, 177, 158, 144, 124, 118, 104, 88, 81, 68, 62, 59, 63, 51, 44, 46, 45, 36, 31, 36, 39, 40, 39, 39, 38, 37]"
3,63129,2137,50,"[485, 451, 419, 398, 366, 339, 323, 303, 270, 251, 232, 213, 196, 179, 162, 148, 126, 126, 107, 100, 100, 90, 69, 66, 55, 56, 47, 41, 37, 40, 40, 47, 36, 37, 37, 38, 36, 36]"
5,82672,1985,50,"[467, 428, 404, 367, 337, 308, 281, 264, 237, 205, 201, 165, 157, 134, 121, 113, 95, 85, 79, 73, 56, 55, 44, 48, 41, 30, 36, 34, 37, 35, 36, 35, 34, 35, 35]"
0,27950,2108,50,"[418, 400, 368, 353, 326, 304, 275, 262, 242, 230, 211, 191, 172, 155, 144, 131, 120, 106, 107, 101, 84, 78, 72, 69, 65, 62, 60, 49, 48, 42, 49, 50, 49, 47, 50, 48, 52]"
0,63919,1784,50,"[425, 388, 358, 321, 297, 274, 249, 212, 196, 165, 158, 140, 122, 101, 95, 77, 72, 56, 54, 55, 43, 37, 35, 32, 36, 38, 28, 27, 28, 28, 27]"
1,27410,2095,50,"[499, 462, 436, 404, 365, 344, 314, 293, 256, 243, 220, 201, 183, 163, 145, 128, 114, 101, 90, 85, 77, 59, 56, 42, 43, 36, 38, 31, 34, 30, 28, 26, 25, 28, 25, 27, 25]"
1,75739,2484,50,"[531, 500, 474, 454, 424, 409, 371, 354, 331, 306, 289, 269, 258, 235, 216, 207, 197, 175, 166, 152, 139, 123, 120, 102, 98, 89, 82, 80, 71, 70, 60, 62, 52, 52, 54, 53, 63, 52, 54, 51, 56, 55, 57]"
2,27104,1266,50,"[470, 425, 378, 337, 283, 263, 222, 192, 164, 147, 132, 112, 85, 86, 64, 60, 53, 59, 47, 55, 56, 54, 55]"
2,68454,1752,50,"[425, 389, 347, 323, 294, 249, 231, 199, 171, 150, 131, 111, 100, 81, 67, 55, 41, 53, 35, 35, 37, 31, 22, 27, 27, 27, 29, 27, 27]"
3,56057,1823,50,"[540, 511, 467, 436, 401, 363, 332, 315, 288, 255, 239, 211, 192, 169, 156, 139, 127, 117, 102, 95, 86, 82, 72, 66, 67, 59, 64, 61, 63, 63, 63, 61]"
6,63541,2181,50,"[549, 502, 472, 436, 396, 364, 341, 305, 280, 254, 232, 203, 175, 160, 148, 131, 116, 107, 90, 78, 73, 63, 56, 42, 46, 38, 32, 37, 35, 36, 36, 35, 36, 38, 36, 33]"
0,25133,1872,50,"[427, 403, 370, 353, 312, 306, 274, 255, 230, 210, 201, 183, 154, 145, 131, 128, 117, 101, 93, 92, 81, 79, 65, 60, 54, 58, 56, 56, 56, 49, 48, 49, 48]"
0,66824,2251,50,"[462, 443, 418, 387, 365, 342, 324, 297, 276, 249, 228, 223, 192, 188, 171, 151, 140, 129, 119, 107, 101, 89, 79, 69, 65, 65, 52, 45, 41, 38, 39, 30, 36, 35, 36, 31, 32, 30, 29]"
1,77356,2186,50,"[436, 401, 370, 354, 331, 305, 278, 260, 238, 215, 203, 180, 168, 147, 130, 129, 115, 92, 87, 83, 77, 70, 69, 53, 49, 47, 42, 36, 42, 35, 34, 37, 37, 35, 36, 36]"
2,27857,2120,50,"[559, 518, 483, 454, 424, 394, 367, 331, 311, 285, 258, 238, 217, 204, 181, 166, 151, 139, 119, 116, 97, 91, 84, 74, 66, 56, 49, 52, 48, 50, 48, 43, 44, 42, 44, 43, 44, 42, 45]"
2,66134,1959,50,"[492, 456, 424, 393, 363, 335, 311, 288, 263, 236, 217, 189, 176, 167, 149, 127, 117, 96, 89, 86, 85, 68, 64, 63, 51, 49, 40, 43, 49, 48, 51, 50, 49, 51]"
3,63615,1706,50,"[529, 479, 431, 408, 358, 327, 286, 255, 218, 198, 173, 146, 126, 113, 88, 81, 66, 59, 48, 41, 42, 36, 40, 35, 29, 33, 28, 31, 30, 31]"
4,26409,2193,50,"[435, 407, 385, 367, 344, 321, 306, 277, 259, 240, 215, 202, 192, 180, 166, 151, 142, 124, 123, 112, 102, 90, 88, 80, 71, 65, 67, 57, 56, 59, 52, 50, 45, 53, 54, 52, 51, 52, 53, 51]"
4,67008,1701,50,"[466, 432, 390, 358, 322, 284, 258, 238, 207, 173, 157, 144, 120, 111, 100, 81, 77, 68, 72, 63, 54, 56, 52, 49, 51, 52, 53, 51, 48]"
6,45908,1600,50,"[418, 385, 350, 319, 290, 261, 229, 209, 185, 162, 136, 123, 110, 95, 76, 76, 72, 61, 60, 51, 48, 49, 41, 40, 42, 40, 38, 41]"
6,72311,2539,50,"[462, 432, 420, 388, 379, 347, 326, 307, 299, 272, 255, 236, 220, 214, 195, 175, 167, 159, 137, 129, 117, 118, 104, 89, 87, 82, 64, 70, 62, 54, 46, 54, 40, 45, 43, 42, 47, 46, 42, 39, 39, 42, 41, 38]"
0,27602,1821,50,"[547, 503, 457, 419, 392, 341, 307, 272, 251, 209, 188, 162, 146, 124, 102, 90, 73, 63, 49, 46, 37, 32, 30, 41, 29, 28, 29, 28, 28, 31, 26, 28]"
0,75842,2504,50,"[487, 459, 442, 417, 396, 372, 339, 330, 312, 291, 270, 261, 235, 229, 207, 194, 191, 171, 162, 152, 148, 127, 120, 114, 107, 95, 94, 87, 84, 71, 69, 78, 68, 62, 57, 56, 61, 54, 59, 52, 52, 55, 53, 52]"
1,25211,1844,50,"[498, 467, 422, 387, 354, 325, 283, 266, 234, 208, 183, 169, 151, 128, 113, 96, 84, 74, 65, 54, 47, 45, 37, 42, 34, 38, 34, 35, 37, 34, 35, 36]"
1,65578,2006,50,"[420, 394, 371, 346, 321, 295, 273, 256, 231, 206, 194, 184, 168, 150, 134, 123, 113, 107, 96, 91, 75, 70, 69, 60, 65, 50, 47, 38, 40, 40, 37, 41, 46, 44, 46, 46, 44]"
2,27320,1935,50,"[487, 448, 418, 384, 349, 319, 287, 263, 242, 211, 194, 171, 143, 133, 113, 106, 87, 79, 66, 63, 56, 46, 40, 50, 37, 41, 35, 36, 34, 36, 37, 36, 34]"
2,66524,1697,50,"[479, 427, 388, 360, 328, 287, 265, 234, 211, 181, 163, 145, 132, 110, 105, 89, 81, 63, 64, 63, 58, 54, 55, 54, 55, 53, 54, 54]"
3,29565,1315,50,"[410, 358, 312, 271, 238, 203, 163, 143, 112, 89, 81, 68, 52, 44, 28, 27, 29, 25, 27, 22, 23, 24]"
3,66662,1868,50,"[507, 472, 442, 405, 372, 332, 307, 285, 253, 230, 197, 180, 158, 141, 122, 106, 92, 83, 75, 76, 63, 57, 42, 46, 37, 44, 43, 36, 37, 36, 39]"
4,28615,1669,50,"[485, 440, 399, 369, 337, 305, 261, 236, 214, 198, 164, 142, 134, 109, 98, 86, 72, 69, 65, 57, 48, 54, 50, 50, 42, 44, 46, 44, 43, 45]"
5,1934,2332,50,"[471, 444, 422, 399, 371, 349, 328, 306, 279, 257, 246, 231, 202, 190, 184, 168, 155, 136, 137, 125, 113, 103, 94, 93, 82, 72, 72, 71, 62, 54, 55, 55, 55, 52, 54, 51, 50, 52, 49, 49]"
5,42019,2400,50,"[500, 472, 454, 418, 389, 368, 344, 319, 304, 275, 261, 242, 219, 205, 194, 175, 155, 141, 132, 126, 111, 102, 99, 88, 86, 77, 59, 54, 57, 59, 57, 48, 51, 48, 41, 46, 44, 46, 48, 46, 48, 47]"
5,71894,2433,50,"[467, 433, 413, 395, 368, 345, 316, 299, 274, 251, 242, 215, 202, 193, 175, 160, 147, 132, 124, 124, 103, 98, 91, 85, 73, 65, 58, 56, 53, 48, 48, 46, 41, 47, 50, 52, 49, 49, 50, 50, 51]"
6,46389,1650,50,"[476, 438, 398, 359, 326, 293, 259, 237, 200, 180, 155, 141, 127, 113, 94, 80, 74, 61, 53, 58, 51, 51, 46, 49, 51, 51, 50]"
6,75839,1991,50,"[455, 412, 391, 361, 334, 303, 279, 255, 231, 209, 195, 179, 158, 131, 122, 111, 108, 94, 80, 76, 73, 61, 55, 56, 53, 45, 47, 43, 44, 46, 41, 42, 47, 44, 43]"
0,27054,1952,50,"[539, 504, 470, 430, 401, 364, 334, 307, 277, 252, 232, 211, 185, 171, 144, 131, 113, 109, 94, 80, 77, 65, 58, 56, 50, 49, 37, 42, 37, 39, 37, 39, 39, 43]"
0,67219,1991,50,"[461, 427, 396, 361, 347, 309, 283, 266, 241, 220, 205, 186, 162, 145, 128, 117, 109, 99, 92, 81, 77, 61, 56, 52, 55, 46, 51, 39, 48, 44, 46, 44, 43, 44]"
1,26583,1839,50,"[508, 463, 427, 383, 355, 322, 296, 262, 235, 204, 182, 172, 139, 130, 112, 97, 88, 74, 75, 55, 52, 51, 43, 37, 39, 47, 44, 44, 46, 41]"
1,63475,1851,50,"[490, 450, 417, 393, 361, 328, 300, 284, 251, 228, 204, 192, 169, 156, 137, 121, 107, 92, 90, 79, 67, 57, 50, 51, 52, 46, 39, 39, 36, 39, 41, 39, 41]"
2,30545,1665,50,"[470, 420, 375, 345, 312, 278, 247, 210, 189, 169, 153, 129, 115, 97, 72, 55, 53, 46, 41, 39, 44, 33, 25, 30, 30, 30, 30, 32, 31]"
2,67065,1876,50,"[542, 508, 473, 426, 384, 346, 318, 289, 252, 235, 198, 177, 153, 140, 123, 104, 103, 90, 73, 72, 59, 58, 53, 49, 55, 48, 51, 51, 49, 50, 52]"
3,27968,1977,50,"[428, 393, 367, 352, 315, 294, 275, 241, 230, 209, 185, 167, 161, 139, 122, 116, 112, 92, 75, 76, 76, 60, 68, 57, 50, 44, 43, 49, 46, 44, 45, 45, 41]"
3,65087,1661,50,"[548, 505, 457, 411, 365, 337, 290, 259, 227, 196, 169, 147, 122, 103, 98, 85, 69, 69, 57, 53, 57, 55, 51, 52, 54, 49, 52, 54]"
4,29327,1324,50,"[418, 360, 314, 278, 240, 215, 177, 159, 134, 112, 89, 86, 67, 61, 58, 54, 57, 44, 47, 46, 45]"
4,66068,2245,50,"[456, 430, 404, 381, 347, 325, 297, 287, 250, 231, 213, 200, 177, 163, 152, 128, 117, 107, 95, 88, 73, 71, 61, 53, 48, 45, 35, 30, 35, 35, 27, 31, 32, 27, 27, 31, 29, 29, 30]"
4,86091,2082,50,"[438, 413, 373, 347, 325, 299, 268, 246, 229, 208, 184, 166, 153, 135, 122, 113, 95, 87, 81, 73, 70, 63, 57, 62, 52, 53, 48, 51, 50, 48, 51, 49, 50, 50]"
6,1248,2365,50,"[437, 414, 392, 361, 333, 318, 294, 271, 249, 226, 212, 191, 175, 162, 145, 141, 119, 122, 101, 89, 88, 76, 71, 66, 56, 48, 42, 35, 36, 30, 29, 30, 27, 27, 28, 28, 29, 29, 27, 29, 29]"
0,28572,2031,50,"[546, 506, 470, 441, 415, 375, 346, 319, 295, 263, 240, 222, 207, 183, 166, 144, 128, 117, 104, 95, 90, 73, 59, 55, 52, 53, 40, 36, 36, 42, 30, 37, 34, 35, 35, 34, 35]"
0,68950,2478,50,"[538, 504, 465, 437, 415, 381, 358, 335, 305, 286, 257, 236, 217, 203, 182, 170, 153, 140, 132, 111, 100, 92, 84, 71, 70, 50, 54, 49, 37, 30, 34, 33, 37, 22, 29, 31, 32, 32, 31, 25, 34, 33, 30]"
1,24962,1983,50,"[427, 401, 369, 343, 315, 296, 270, 235, 210, 202, 173, 164, 140, 128, 111, 104, 92, 83, 72, 69, 60, 51, 49, 51, 48, 39, 46, 37, 38, 37, 39, 37, 36]"
1,63591,2401,50,"[498, 470, 452, 426, 391, 374, 348, 322, 305, 280, 265, 247, 232, 205, 185, 175, 154, 144, 138, 119, 118, 100, 102, 87, 86, 75, 70, 61, 58, 60, 52, 55, 49, 50, 49, 45, 49, 48, 47, 49, 47, 48]"
2,25789,1742,50,"[521, 487, 440, 400, 361, 324, 293, 249, 225, 199, 171, 152, 126, 106, 103, 91, 67, 64, 63, 56, 52, 51, 49, 48, 47, 47, 46, 46, 48]"
2,68353,1690,50,"[463, 419, 382, 345, 313, 282, 244, 216, 192, 162, 152, 132, 120, 101, 92, 80, 72, 58, 66, 59, 57, 53, 54, 56, 56, 54, 55, 53, 53]"
3,25787,2076,50,"[473, 443, 412, 389, 360, 334, 308, 285, 270, 240, 224, 210, 184, 172, 151, 152, 134, 114, 105, 100, 94, 79, 74, 69, 64, 58, 59, 49, 49, 50, 53, 46, 48, 46, 45, 48]"
3,65760,1651,50,"[442, 405, 378, 332, 301, 269, 242, 217, 198, 163, 145, 130, 113, 103, 96, 87, 77, 71, 61, 64, 62, 67, 58, 62, 59, 60, 57]"
4,25420,2076,50,"[437, 416, 390, 367, 343, 321, 293, 267, 251, 230, 218, 192, 173, 162, 146, 130, 114, 118, 100, 87, 83, 66, 68, 55, 57, 46, 39, 43, 28, 32, 32, 37, 40, 35, 35, 39, 33, 38]"
4,64984,2217,50,"[463, 442, 420, 398, 371, 345, 326, 307, 285, 266, 252, 235, 208, 200, 182, 175, 157, 141, 132, 130, 117, 105, 96, 94, 76, 84, 75, 71, 67, 59, 59, 51, 56, 46, 61, 51, 53, 48, 50, 53, 55]"
5,43855,2039,50,"[487, 442, 419, 394, 360, 334, 305, 286, 260, 242, 218, 191, 181, 155, 149, 137, 123, 119, 102, 91, 85, 77, 73, 66, 65, 63, 47, 55, 57, 57, 57, 55, 58, 56, 56, 53]"
5,70378,2011,50,"[530, 495, 453, 423, 393, 361, 330, 303, 277, 257, 229, 213, 191, 178, 156, 139, 123, 114, 98, 95, 72, 70, 68, 55, 55, 50, 49, 41, 42, 41, 42, 42, 43, 40, 42]"
6,67723,1716,50,"[483, 450, 396, 362, 325, 305, 261, 235, 200, 185, 161, 140, 127, 108, 90, 83, 68, 59, 44, 50, 43, 51, 49, 43, 43, 43, 44, 42]"
0,27105,2223,50,"[553, 513, 484, 454, 425, 397, 365, 342, 316, 285, 258, 246, 224, 209, 189, 178, 160, 145, 133, 123, 113, 97, 104, 89, 84, 74, 62, 62, 56, 59, 60, 60, 56, 56, 59, 58, 59, 59, 58]"
1,2453,2326,50,"[507, 483, 446, 422, 394, 369, 333, 305, 289, 259, 237, 217, 198, 182, 166, 144, 134, 119, 113, 99, 88, 71, 65, 59, 57, 45, 50, 45, 42, 33, 32, 38, 40, 40, 42, 40, 42, 40, 39, 41]"
1,24774,2023,50,"[442, 410, 385, 362, 330, 296, 269, 253, 233, 213, 195, 172, 160, 147, 126, 116, 103, 97, 78, 79, 67, 66, 56, 48, 41, 46, 45, 40, 39, 43, 41, 40, 43, 40, 41, 39]"
1,67626,1794,50,"[462, 423, 394, 353, 328, 304, 279, 248, 221, 200, 172, 154, 143, 129, 108, 91, 87, 81, 67, 60, 56, 52, 48, 50, 53, 37, 43, 44, 42, 41, 40]"
2,24729,1739,50,"[542, 499, 453, 419, 379, 343, 315, 287, 252, 221, 202, 176, 149, 140, 115, 103, 87, 79, 69, 64, 55, 42, 44, 32, 41, 33, 38, 36, 37, 34]"
2,63977,1973,50,"[528, 477, 452, 409, 382, 349, 321, 285, 262, 238, 214, 186, 174, 148, 134, 120, 106, 100, 90, 84, 71, 69, 55, 57, 56, 53, 52, 51, 54, 51, 50, 51, 54]"
